food_id,food_name,serving_basis,serving_size_g,energy_kcal,protein_g,fat_g,carbohydrate_g,fiber_g,sugar_g,calcium_mg,iron_mg,zinc_mg,magnesium_mg,potassium_mg,sodium_mg,vitamin_c_mg,vitamin_a_mg,vitamin_d_mg,vitamin_b12_mg,folate_mg
SL0147,Boiled egg (Ubla anda),100g,100,45.35,4.43,3.04,0.12,0.11,0.0,17.75,0.64,1.35626184,141.0037857,368.7672367,170.94,0.0,224.3037873,3.437481977,4.483983729,24.77
SL0148,Fried Egg (India),100g,100,223.67,11.59,19.62,0.31,0.29,0.0,46.4,1.69,2.561690374,66.1372771,565.8462808,446.96,0.0,266.0713631,4.064059097,4.669157481,24.77
SL0149,Poached egg,100g,100,123.87,11.98,8.19,0.37,0.3,0.05,48.24,1.75,3.513934938,66.06869941,302.3082739,1163.07,0.0,784.9449276,5.715279736,0.50694297,24.77
SL0150,Scrambled egg (Ande ki bhurji),100g,100,155.97,10.29,12.21,1.35,0.24,1.08,64.59,1.42,0.1,34.66344059,450.9899532,374.66,0.3,349.7277156,6.388225378,1.717312024,25.82
SL0151,Baked egg,100g,100,218.85,11.88,12.65,15.42,1.03,1.66,164.05,1.48,2.898208311,70.20737509,384.1553468,523.29,0.0,187.3410735,9.9,0.472870836,35.72
SL0152,Plain omelette/omlet,100g,100,272.41,9.66,25.74,0.64,0.12,0.51,48.4,1.35,2.54189999,65.56068743,103.2317704,226.18,0.3,392.0972449,8.375615701,3.439760059,50.48
SL0153,Stuffed egg omelette/omlet,100g,100,203.51,8.6,17.77,2.3,0.75,1.57,89.91,0.91,0.1,50.70530373,149.4018243,267.19,8.29,623.5420079,0.877908327,2.283650145,70.23
SL0154,Pancake,100g,100,203.36,5.68,10.82,20.49,0.65,3.32,79.49,0.69,2.148824678,83.20048291,333.6886453,143.7,0.5,553.5925609,3.594840843,1.004789171,5.43
SL0155,Keema pancake,100g,100,176.27,9.01,11.25,9.56,0.84,2.2,40.96,0.93,1.454082492,90.86916171,434.8153611,125.4,4.64,342.8349056,8.545510366,1.200071563,12.23
SL0156,Vegetable pancake,100g,100,125.18,3.87,6.57,12.24,2.48,2.09,42.89,0.79,4.149286744,95.8035414,482.6238726,116.69,20.63,284.6502589,2.809106181,0.009030519,28.57
SL0157,Jam and fruit pancake,100g,100,162.02,3.79,7.01,20.73,1.21,7.85,54.06,0.52,2.266091434,96.75581654,353.1993094,93.09,6.48,249.7584845,2.387781323,0.0,8.42
SL0158,Khoa and coconut pancake,100g,100,271.98,6.98,15.29,27.32,1.65,16.47,157.22,1.12,0.393051593,41.77541151,503.0760925,101.0,0.73,837.2863876,3.668464801,4.430226151,19.12
SL0159,Brown stock,100g,100,21.32,1.95,1.38,0.25,0.09,0.14,17.16,0.3,2.130646262,106.5233505,279.8424741,44.6,1.5,238.6930704,0.0,2.536779234,6.33
SL0160,Vegetable stock,100g,100,17.6,0.3,1.38,0.96,0.38,0.44,5.08,0.12,2.44700405,112.0344227,513.9030963,49.75,7.58,547.4040368,4.191301639,1.31578559,13.92
SL0161,Chicken stock,100g,100,29.88,3.69,1.51,0.37,0.1,0.2,3.57,0.18,3.043191454,128.4786272,245.9409386,58.58,0.84,436.5246725,8.350280174,1.400318959,10.19
SL0162,Clear tomato soup (Tamatar ka soup),100g,100,80.07,4.79,12.22,3.45,1.96,1.44,29.05,1.14,2.256697235,47.70707049,502.9880117,5135.74,53.16,686.729752,3.545914355,0.0,43.91
SL0163,Lentil soup,100g,100,31.17,9.65,11.68,3.94,2.57,1.06,40.57,2.26,4.504239771,101.1635075,459.6687202,10418.84,17.9,0.0,5.608873226,3.951869109,34.92
SL0164,Chicken consomme (Clear chicken soup),100g,100,47.94,11.47,12.02,1.19,1.57,0.54,35.48,1.82,1.977619941,128.494706,229.2949946,8953.64,2.1,527.1165392,1.834954851,2.597987867,11.38
SL0165,Cream of tomato soup,100g,100,97.81,4.61,13.12,3.93,1.38,1.81,39.61,0.95,1.502518271,55.66678752,136.2837466,4461.22,53.23,877.9239096,4.220404986,0.0,44.01
SL0166,Cream of green peas soup,100g,100,127.84,7.13,14.78,6.75,2.95,1.61,51.01,1.48,4.9,5.5,335.2041096,4999.7,52.28,720.6851213,4.060077112,1.338639302,88.58
SL0167,Cream of spinach soup,100g,100,100.54,5.21,13.31,3.45,1.74,1.13,70.77,2.1,0.561031226,77.06374978,253.9383431,4429.81,63.34,631.7398384,8.171601517,3.912626099,298.06
SL0168,Cream of mixed vegetable soup,100g,100,59.65,6.84,9.05,4.93,2.14,2.1,65.26,1.36,3.022285875,54.47231255,548.2282922,5655.45,39.02,590.7469906,8.611967244,2.686912921,54.46
SL0169,Cream of mushroom soup,100g,100,117.28,6.64,15.5,3.74,1.34,1.93,70.56,1.81,0.957441859,21.88122994,425.6971289,5276.06,5.79,592.4943176,9.9,3.116315026,30.72
SL0170,Chicken sweet corn soup,100g,100,28.32,14.48,12.59,1.63,0.47,0.27,91.5,3.83,3.84419848,120.8537888,532.8941186,12205.33,2.02,615.0076097,9.099141982,0.0,13.45
SL0171,Minestrone soup,100g,100,42.66,9.3,11.09,3.71,1.92,1.01,53.55,1.82,1.10807024,109.3950699,275.1426239,8875.06,19.43,591.8196405,2.210823677,0.910011983,23.24
SL0172,Egg drop soup,100g,100,26.64,12.93,13.52,1.1,0.81,0.6,100.14,3.93,3.217363186,118.0927042,189.5254622,12418.84,8.51,508.1440742,4.844119306,1.20514672,28.19
SL0173,Chinese cabbage and meat ball soup,100g,100,484.31,5.21,56.57,1.43,0.57,0.37,41.07,1.52,1.458673863,73.59382961,23.0,4249.41,16.72,818.4876693,3.056474232,4.8,20.33
SL0174,French onion soup,100g,100,55.61,11.41,14.39,4.28,1.01,1.5,106.22,3.52,3.00868599,68.678583,374.6466246,11202.89,5.35,0.0,4.13749663,3.952548036,24.85
SL0175,Hot and sour soup,100g,100,31.51,3.12,1.31,1.78,0.6,0.66,10.68,0.43,0.905025648,57.90275175,364.1873773,163.26,24.59,646.1390851,2.406356405,1.413319611,39.83
SL0176,Talaumein soup,100g,100,35.63,10.12,12.78,4.17,1.94,0.77,42.33,2.23,1.673318532,159.1376444,436.0738946,11088.14,12.62,473.3685389,0.0,2.546450814,48.58
SL0177,Cold cucumber soup (Thanda kheere ka soup),100g,100,48.03,2.99,1.99,4.58,0.88,3.34,99.79,0.32,3.515825981,46.39709263,359.8225014,121.32,5.05,0.0,4.99011089,1.002833083,27.42
SL0178,Cold summer garden soup,100g,100,49.19,8.57,14.08,2.65,1.86,0.46,43.93,2.13,2.312037169,33.80713877,398.2320069,9919.62,16.3,627.4434775,6.795777001,3.226193363,43.26
SL0179,Chapati/Roti,100g,100,202.31,5.88,3.56,35.65,6.31,1.0,17.22,2.28,3.862626766,71.57584444,394.5727032,1.16,0.0,253.0894153,4.366996153,1.679063515,5.84
SL0180,Plain parantha/paratha,100g,100,298.3,5.06,16.86,30.69,5.43,0.86,14.81,1.98,2.343815072,24.4177195,36.34319053,62.07,0.0,0.0,0.0,3.09375602,7.79
SL0181,Potato parantha/paratha (Aloo ka parantha/paratha),100g,100,205.04,3.7,10.22,23.92,4.18,1.15,17.38,1.52,4.2289556,88.51952345,296.8232828,127.2,7.98,0.0,9.9,2.071297162,14.96
SL0182,Radish parantha/paratha (Mooli ka parantha/paratha),100g,100,183.52,3.3,9.53,20.54,4.32,1.31,23.75,1.39,3.809743892,132.9649413,589.8,127.03,8.44,656.882351,7.768516178,2.072970031,20.74
SL0183,Cauliflower parantha/paratha (Phoolgobhi ka parantha/paratha),100g,100,178.07,3.73,9.47,18.84,4.68,1.15,22.0,1.59,1.302742347,45.84887472,231.8174829,190.03,17.61,404.5437264,3.601511218,3.842471809,26.32
SL0184,Dal parantha/paratha,100g,100,268.24,6.78,13.05,30.03,6.46,1.43,23.89,2.45,3.573806647,76.82846779,323.4576703,156.13,1.8,363.593798,0.867064383,2.564884268,29.02
SL0185,Sprouted moong parantha/paratha,100g,100,228.59,4.29,12.43,24.31,4.49,1.47,20.33,1.94,2.228557691,86.9892614,341.8300031,153.94,2.0,710.3629212,4.538617564,3.839381646,12.52
SL0186,Pea parantha/paratha (Matar ka parantha/paratha),100g,100,190.73,5.59,8.8,21.51,5.61,1.29,23.49,1.78,4.561471788,103.3916152,449.6935824,109.99,17.8,895.7,9.169945917,1.866721593,33.64
SL0187,Keema parantha/paratha,100g,100,238.09,9.41,13.91,18.36,3.44,0.99,19.35,1.8,4.185565353,103.1382747,184.3326817,140.62,1.8,412.8845988,7.507932197,2.303841572,11.49
SL0188,Paneer parantha/paratha,100g,100,262.97,7.98,14.62,24.33,4.0,3.77,127.65,1.7,1.995003442,47.09417117,464.0773048,142.52,1.69,227.8605823,3.40726472,4.715307759,29.0
SL0189,Besan and spinach parantha/paratha (Besan aur palak ka parantha/paratha),100g,100,216.49,5.54,12.09,21.39,4.39,1.31,33.07,1.85,2.4898462,43.37226437,331.9923606,177.19,6.65,385.4281691,4.42968051,1.3077555,50.53
SL0190,Poori,100g,100,737.63,1.35,77.61,8.22,1.46,0.23,3.98,0.6,2.402579705,78.9792112,393.9680396,31.73,0.0,259.3863559,7.135086782,1.849561786,4.68
SL0191,Spinach poori (Palak poori),100g,100,684.25,1.42,71.86,7.76,1.55,0.24,10.02,0.79,0.727983552,142.6798982,223.0895008,35.47,3.03,518.5403857,4.908530523,3.412426801,18.9
SL0192,Methi poori,100g,100,710.02,1.45,74.6,7.98,1.61,0.26,14.61,0.81,1.475136224,68.98400599,464.9024317,35.37,2.91,141.2251183,3.877815748,0.032687101,8.47
SL0193,Dal stuffed poori,100g,100,785.16,2.08,81.69,10.14,1.96,0.29,6.88,0.83,3.548573766,93.24269308,381.279719,128.18,0.42,538.0482261,2.605606417,2.455464392,7.65
SL0194,Potato stuffed poori (Aloo ki poori),100g,100,776.74,1.52,81.35,9.4,1.64,0.26,5.57,0.7,4.766918945,34.99031995,218.8391052,69.86,1.39,448.0495126,5.639653057,0.252045469,5.63
SL0195,Tandoori parantha/paratha,100g,100,295.37,5.08,16.51,30.74,5.44,0.86,14.98,1.96,1.461582846,88.49961029,340.0636113,1.14,0.0,579.6362497,6.97734,1.500242431,7.79
SL0196,Boiled rice (Uble chawal),100g,100,117.19,2.6,0.18,25.72,1.25,0.22,2.7,0.24,4.9,44.08903807,42.47215698,1.05,0.0,194.310884,7.984727625,3.543798141,9.75
SL0197,Plain pulao,100g,100,140.21,2.34,4.62,21.82,1.69,1.15,12.76,0.41,3.828610803,50.04774791,110.4044989,193.76,3.42,485.0909097,4.941329587,4.8,22.63
SL0198,Mixed vegetable pulao,100g,100,113.05,2.72,3.33,17.49,2.67,1.35,19.61,0.6,0.1,50.51086409,321.905572,187.92,26.15,681.2511256,5.068605331,1.880421752,80.63
SL0199,Mushroom pulao,100g,100,124.29,2.52,4.03,19.02,1.88,1.0,13.54,0.39,2.010579947,5.5,348.7006391,222.36,3.42,487.1640891,2.876914043,1.715604639,26.77
SL0200,Sprouted moong pulao,100g,100,112.97,2.19,3.61,17.49,1.78,1.43,16.26,0.65,0.913602861,115.7140861,130.3284413,153.16,7.53,0.0,2.06908317,1.27589831,43.15
SL0201,Paneer pulao,100g,100,581.91,1.98,59.81,8.76,0.62,1.11,33.09,0.26,0.548493755,59.8958127,284.717565,72.28,3.42,422.4130873,2.69975659,2.395176923,69.28
SL0202,Peanut pulao,100g,100,193.28,5.32,9.51,21.18,2.9,1.6,18.52,0.83,3.067492871,93.34397856,399.4781238,168.4,3.42,428.29733,9.479338184,4.8,68.06
SL0203,Navratan pulao,100g,100,261.71,6.2,9.45,36.98,3.82,2.52,59.61,1.1,3.179929768,131.6653431,160.7517855,334.26,12.89,747.5304784,4.212039819,3.714057119,46.97
SL0204,Green chickpeas pulao (Choliya pulao/Hare chane ka pulao),100g,100,173.43,4.88,4.82,27.57,3.15,2.48,18.94,0.95,4.306808251,78.69484948,217.2551566,170.05,5.43,0.0,4.309715315,0.0,301.13
SL0205,Mutton biryani/biriyani,100g,100,190.76,7.38,7.72,22.5,2.42,2.39,68.58,1.29,3.774624654,44.61657448,56.24699717,262.64,10.28,402.7489677,4.910849871,1.257576061,30.07
SL0206,Vegetable biryani/biriyani,100g,100,174.61,3.16,9.51,18.56,3.31,2.14,33.52,0.86,2.380908563,13.05124719,327.0192483,183.79,39.35,453.6081436,3.174754281,3.359162284,77.54
SL0207,"Lemon rice (Pulihora, Elumichai sadam, Chitranna)",100g,100,176.3,4.26,7.88,21.62,2.52,0.78,12.7,0.77,0.573801841,118.684811,589.8,187.11,10.2,454.627407,9.17560093,1.764208682,38.01
SL0208,Sweet rice (Meethe chawal),100g,100,215.41,2.1,4.57,42.59,1.13,24.8,11.38,0.34,0.837945904,48.20399029,23.0,3.2,0.21,706.872116,6.398577574,1.703976281,10.65
SL0209,Curd rice (Dahi bhaat/Dahi chawal/ Perugu annam/Daddojanam/Thayir saadam),100g,100,195.74,5.75,4.32,32.93,2.13,3.91,101.52,0.59,0.1,111.3653917,362.3662227,213.29,5.1,574.1261933,5.720999595,1.507394523,28.24
SL0210,Tamarind rice (Chintapandu pulihora/Puliyodharai/Puli sadam/Huli anna),100g,100,373.04,7.45,8.53,65.08,5.12,11.65,50.94,2.89,3.8865768,141.2006314,315.3301363,162.41,0.84,636.600053,3.950006992,2.974139472,23.02
SL0211,Spanish rice,100g,100,164.24,4.19,2.23,31.1,2.78,1.26,18.93,0.92,0.491799176,102.5530483,277.8926565,96.61,48.66,739.0401352,4.7308539,3.214284534,54.48
SL0212,Chinese fried rice,100g,100,120.58,4.05,5.43,13.4,2.31,1.47,34.7,0.99,1.417901715,104.5302052,228.7302219,248.36,67.39,548.8609992,9.9,2.55434694,136.83
SL0213,Macroni cheese pie,100g,100,170.63,5.85,7.48,21.1,0.4,3.4,122.01,0.54,0.1,98.01527435,454.9337759,200.51,14.65,588.2161273,5.965078613,0.0,28.19
SL0214,Vegetable chowmein,100g,100,129.71,3.07,6.36,15.44,1.86,1.97,28.33,0.99,3.125874041,30.69008645,257.0879022,258.47,85.39,895.7,5.426338388,4.078645517,99.36
SL0215,Chicken chowmein,100g,100,151.33,6.33,8.23,13.3,1.64,1.63,26.1,0.89,0.270309841,125.0868283,173.0471115,288.15,84.96,744.0286883,2.929309349,3.053129182,102.27
SL0216,Cheese noodle ring,100g,100,133.67,6.22,6.12,13.96,1.27,2.84,99.3,0.79,1.878364762,46.31362338,480.9205122,241.96,24.19,787.6659271,7.192989026,0.477798211,94.77
SL0217,Spaghetti and cheese balls in tomato sauce,100g,100,508.32,2.41,52.08,7.82,0.59,1.83,40.59,0.32,2.791164418,21.49376773,437.0107728,104.14,57.67,289.086505,3.824847214,3.147725816,115.96
SL0218,Penne platter,100g,100,177.4,5.04,8.71,20.87,1.09,4.5,67.67,0.9,1.41397067,102.4317745,365.302469,283.37,16.35,895.7,0.0,4.59020955,60.2
SL0219,Pasta hot pot,100g,100,125.17,5.84,6.47,11.6,0.8,5.99,55.28,0.82,3.000774485,108.1450771,165.8160594,231.17,58.74,555.9738746,4.492122291,1.013223187,111.3
SL0220,Chicken lasagne,100g,100,187.49,10.45,10.36,13.9,0.11,2.74,119.98,0.64,2.979553352,45.61956262,278.6683579,238.55,4.23,0.0,2.046375367,2.234208434,61.02
SL0221,Fettuccine with spinach sauce,100g,100,129.21,3.1,7.83,12.19,0.77,1.18,53.67,1.28,0.313848643,29.75670424,23.0,153.59,38.37,256.0553827,3.69250328,1.736087628,170.92
SL0222,Naan,100g,100,286.45,8.05,4.99,51.75,1.91,5.59,88.01,1.29,3.046170293,113.3815725,327.6499069,326.11,0.23,0.0,3.093893886,3.073000543,7.56
SL0223,Bhatura,100g,100,793.2,1.63,82.56,10.73,0.38,0.69,12.12,0.33,2.675466379,5.5,320.1199591,28.3,0.05,294.3669831,6.648842214,2.60189903,4.15
SL0224,Idli,100g,100,137.54,4.64,0.33,28.18,2.31,0.28,8.0,0.68,1.939485402,41.45637561,589.8,100.83,0.0,206.2211884,2.051223766,2.00963042,2.95
SL0225,Masala dosa,100g,100,164.58,3.29,7.84,19.57,2.52,1.33,15.58,0.79,0.306185863,52.53326728,386.124237,191.28,14.14,428.0114233,1.967757479,1.395185121,35.76
SL0226,Semolina dosa (Suji/Rava dosa),100g,100,227.05,7.3,7.12,32.84,4.04,4.37,116.04,1.39,4.498798315,36.75932439,309.0264322,202.36,2.28,770.036548,3.257780323,1.060728398,15.86
SL0227,Onion tomato uttapam,100g,100,462.02,1.91,45.3,11.32,1.26,0.8,5.82,0.36,1.469434794,95.5394863,365.5812665,143.53,4.78,665.7742549,8.578778717,4.556381575,11.68
SL0228,Paneer kaathi roll,100g,100,285.94,6.92,19.55,20.1,2.4,3.29,101.66,1.42,2.256532938,77.0748061,319.3368302,221.03,18.67,606.6295232,4.397078196,0.29901299,54.04
SL0229,Makki ki roti,100g,100,263.97,3.49,16.85,24.19,5.19,0.7,14.76,1.11,1.222686907,140.2296127,335.4919916,236.22,1.99,307.2542929,5.62331265,1.306961437,10.72
SL0230,Washed moong dal (Dhuli moong ki dal),100g,100,50.0,2.68,1.68,5.91,1.17,0.12,8.48,0.64,2.29633905,123.1344754,287.6445468,150.64,0.04,353.3180969,0.813045263,0.0,27.98
SL0231,Washed urad dal (Dhuli urad ki dal),100g,100,61.32,2.51,2.98,5.84,1.53,0.32,10.24,0.72,0.850646795,34.88819346,166.1560048,142.21,0.99,513.6051353,1.47223911,1.979874786,30.4
SL0232,Split bengal gram with bottle gourd (Channa dal with ghiya/lauki),100g,100,73.25,2.79,3.6,7.1,2.72,1.05,14.33,0.99,0.549995788,39.94681288,295.4732207,149.47,15.2,345.6273992,0.561389568,2.844948214,90.42
SL0233,Dry washed urad,100g,100,124.71,6.85,3.5,15.66,4.06,0.73,27.08,1.89,2.466698994,20.95312442,415.0527623,295.79,1.46,44.24299769,4.204479426,1.699924658,40.3
SL0234,Mixed dal,100g,100,61.93,2.51,3.1,5.79,1.62,0.34,11.0,0.78,3.164056444,59.22187925,320.4011029,141.36,1.1,268.6836318,4.824714295,2.82915513,40.35
SL0235,Whole moong (Moong ki dal),100g,100,53.7,2.25,2.56,5.22,2.02,0.59,13.58,0.68,4.18080552,79.87412357,162.8790509,123.86,11.04,682.7469101,5.716798558,2.912130575,55.37
SL0236,Whole masoor (Masoor ki dal),100g,100,54.05,2.28,2.52,5.37,1.98,0.67,12.2,0.95,4.9,155.8904391,413.8015725,123.72,11.04,543.7954257,3.07165636,2.504918368,48.17
SL0237,Whole moth (Moth ki dal),100g,100,55.0,2.01,2.62,5.74,1.85,0.66,18.98,0.95,1.078886666,95.6119726,117.6986957,125.08,11.04,478.2760738,1.073173377,1.739609072,116.57
SL0238,Whole urad (Urad ki dal),100g,100,53.8,2.21,2.62,5.05,2.32,0.57,13.07,0.78,0.758476439,5.5,182.5227221,126.12,10.28,372.5939687,7.269642884,1.677233313,51.6
SL0239,Moti mahal dal (Urad rajmah mix dal),100g,100,103.13,3.93,5.66,8.74,3.38,1.7,38.13,1.05,1.801325014,90.59672039,496.0784952,157.61,15.45,477.0497051,7.219099713,2.903335328,93.14
SL0240,Black channa curry/Bengal gram curry (Kale chane ki curry),100g,100,140.68,5.67,6.61,14.11,7.99,2.36,53.87,2.43,3.448450894,78.49677798,403.3963697,358.63,15.13,348.9661623,2.697846195,2.279140966,87.38
SL0241,Chickpeas curry (Safed channa curry),100g,100,163.43,6.1,6.84,19.98,4.73,4.78,30.61,1.82,3.682123959,154.9030728,124.9361415,357.99,16.33,613.6291127,6.419087085,2.362463856,184.58
SL0242,Lobia curry,100g,100,148.99,6.06,5.62,17.88,4.57,2.51,36.8,2.21,3.815029709,55.06379265,451.5506282,355.41,15.13,298.8632315,1.786377072,0.0,86.78
SL0243,Soyabean curry,100g,100,163.28,10.43,10.19,6.76,7.34,2.66,65.13,2.79,1.410270258,13.46273315,129.3769529,352.69,15.13,66.07110638,1.797422755,1.270615851,103.88
SL0244,Kidney bean curry (Rajmah curry),100g,100,143.73,5.95,5.77,16.38,5.83,2.49,47.87,2.27,4.323736794,93.07404964,170.4577334,354.6,16.33,167.8145195,6.756659229,0.8038381,112.28
SL0245,Sambar,100g,100,96.92,3.35,4.38,10.57,3.52,3.31,30.24,1.24,1.8099938,5.5,215.7276625,159.54,20.35,244.955183,7.226279653,2.691724854,68.19
SL0246,Besan kadhi with pakodies,100g,100,403.35,1.64,42.59,3.56,0.81,0.88,24.53,0.38,2.995269208,55.45183824,166.6913974,60.8,4.17,508.3133084,4.040956378,2.160410737,77.03
SL0247,Khatta channa,100g,100,202.57,6.3,10.56,21.14,5.26,4.75,40.77,1.94,2.710500001,79.58794167,363.9148826,513.32,20.89,446.4288293,3.619165073,4.505820377,244.23
SL0248,Sprouted moong dal chat,100g,100,32.47,1.35,0.32,6.01,1.35,1.57,16.54,0.88,4.077793305,79.01001751,380.0354026,87.07,38.78,207.9687935,3.649832805,1.934915041,43.12
SL0249,Potato cauliflower (Aloo gobhi),100g,100,106.18,1.9,8.13,5.99,3.02,0.44,22.87,1.07,3.535257531,73.23742278,345.718272,254.76,61.11,0.0,8.032986624,2.097991288,55.94
SL0250,Potato capsicum (Shimla mirch aloo),100g,100,125.53,1.41,9.33,8.72,2.02,0.54,16.45,0.86,1.837178166,39.66265862,434.0221888,277.92,81.26,601.6060744,5.9526199,1.279270206,39.8
SL0251,Cabbage and peas (Pattagobhi aur matar),100g,100,63.88,3.24,2.64,6.24,3.99,0.97,45.5,1.1,2.23555171,65.86483845,292.8630782,253.73,54.84,558.3402172,5.183100806,0.70574816,75.95
SL0252,Carrot and fenugreek leaves (Gajar methi),100g,100,61.92,2.1,3.81,4.17,4.43,2.11,128.83,2.72,2.387958274,81.0786036,314.6575395,262.91,51.83,0.0,4.424820609,0.474555978,81.67
SL0253,Potato fenugreek (Aloo methi),100g,100,135.15,2.25,10.04,8.47,2.93,0.54,107.8,2.53,2.593177129,70.20848862,357.1791171,221.93,68.76,690.6144615,1.661209562,1.131396125,73.14
SL0254,Brinjal bhartha (Baingan ka bhartha),100g,100,65.12,1.38,4.48,4.4,3.27,1.82,17.85,0.48,2.307909007,5.5,272.7250347,132.15,24.05,379.8352686,8.013952221,1.801930956,92.42
SL0255,Dry potato (Sookhe aloo),100g,100,103.15,1.62,4.18,14.38,1.88,0.33,17.2,0.83,1.58951027,24.12910365,589.8,199.99,23.23,143.7548852,6.366318091,1.225792902,15.7
SL0256,Beans with coconut (Nariyal aur sem/phali; Beans thoran),100g,100,131.63,2.62,11.39,4.39,5.59,2.06,51.92,1.34,3.410341476,97.92111713,340.1599181,271.65,6.03,0.0,5.925014873,0.0,75.87
SL0257,Cauliflower with coconut (Nariyal ke saath phoolgobhi),100g,100,132.11,2.64,11.56,3.99,5.27,1.71,35.37,1.33,2.193341868,111.1027923,339.886271,286.06,51.79,458.750048,0.868826117,0.943963191,59.84
SL0258,Carrot and cabbage with coconut (Nariyal ke saath pattagobhi aur gajar),100g,100,106.61,1.82,8.62,4.99,4.52,2.36,48.63,0.84,2.598992847,84.06300512,245.9557099,219.6,41.01,774.6219369,6.297218587,3.486395471,72.27
SL0259,Raw turnip with coconut,100g,100,132.15,1.8,11.47,5.78,2.79,4.4,50.65,0.82,1.596294911,65.12761912,434.4448664,275.55,21.65,193.1141237,1.81985494,1.916930279,27.89
SL0260,Raw papaya with coconut (Papaya thoran),100g,100,132.75,1.54,11.42,5.58,4.31,3.82,33.74,0.82,2.456380763,98.16453457,288.6697683,270.56,25.38,566.9296919,6.238108275,0.306338301,43.68
SL0261,Stuffed okra (Bharwa bhindi),100g,100,94.34,2.08,7.66,3.85,4.15,0.48,86.89,1.18,2.718102345,167.8201369,350.379511,210.03,22.65,895.7,4.32377573,2.684481183,63.97
SL0262,Stuffed round gourd (Bharwa tinde),100g,100,72.8,1.1,5.75,4.02,2.1,1.96,20.21,0.59,2.135831779,90.25788823,167.0363691,180.15,37.36,16.94968185,4.237562808,2.476124036,71.07
SL0263,Stuffed capsicum (Bharwa shimla mirch),100g,100,90.94,1.34,5.7,8.26,2.01,1.21,15.17,0.61,0.819073575,145.4981868,23.0,173.94,74.25,548.7731559,4.814010935,1.264120048,38.35
SL0264,Stuffed brinjal (Bharwa baingan),100g,100,93.0,1.53,7.73,3.96,4.09,0.92,24.37,0.75,0.722247195,112.222187,287.9484407,212.88,1.13,305.3022594,3.984686565,2.543330194,17.11
SL0265,Stuffed tomatoes (Bharwa tamatar),100g,100,93.35,3.28,6.06,6.19,2.2,2.68,59.16,0.62,0.758336928,100.1523803,356.7653157,165.85,28.23,477.0913297,3.877705731,0.36863986,37.42
SL0266,Pea potato curry (Aloo matar),100g,100,100.92,3.48,5.13,9.74,3.61,1.86,21.1,1.02,2.843945086,99.69045599,23.0,154.83,70.01,365.8166261,0.50575635,4.8,88.11
SL0267,Pea paneer curry (Matar paneer),100g,100,134.83,6.61,7.75,9.29,3.3,3.89,105.2,1.08,0.1,72.37195973,432.4314949,157.34,58.44,165.3668307,4.981281676,0.094456132,127.01
SL0268,Pea mushroom curry (Matar mushroom),100g,100,93.3,3.87,5.16,7.41,3.86,1.82,22.7,0.97,2.99038382,99.82541988,360.167432,155.48,58.44,628.6610394,4.556122898,0.0,84.49
SL0269,Pea curry (Matar ki sabzi),100g,100,102.99,4.51,5.11,9.2,4.44,1.98,24.48,1.2,3.629159781,22.58235894,287.9880785,154.75,77.64,461.1693248,3.55000778,2.343826839,107.74
SL0270,Pea vadi curry,100g,100,101.95,4.64,5.08,8.9,4.28,1.92,23.62,1.2,3.282811938,56.17649556,569.3017201,149.51,77.64,330.1336209,7.731678046,1.331591025,109.24
SL0271,Paneer curry,100g,100,176.52,7.8,12.38,8.4,1.4,6.29,189.06,0.81,1.144376908,70.89376165,407.9070959,216.09,20.04,512.5722072,4.263664473,2.9818536,95.56
SL0272,Lotus stem curry (Kamal kakdi curry),100g,100,110.34,1.53,7.25,9.24,3.14,2.09,26.59,1.71,3.361716007,49.77004821,451.6287838,217.05,40.01,265.5765748,2.74320021,2.038863011,45.45
SL0273,Gravy for kofta,100g,100,125.59,1.75,10.35,6.31,1.96,3.73,39.65,0.75,3.131331411,53.33819994,544.8159193,312.86,17.05,0.0,0.146594217,0.426866344,27.6
SL0274,Pea kofta curry (Matar kofta curry),100g,100,595.66,2.01,63.39,4.17,1.7,0.88,13.84,0.56,3.145050249,96.21621118,146.4856721,83.07,74.66,24.83248147,2.014140623,1.56538629,129.13
SL0275,Spinach kofta curry (Palak kofta curry),100g,100,571.78,1.09,61.49,3.56,0.92,0.82,29.31,0.83,0.1,111.8187128,177.2910371,104.51,64.05,640.1781209,5.13920666,0.313114605,250.89
SL0276,Paneer kofta curry,100g,100,670.91,2.39,72.06,3.27,0.4,1.98,59.49,0.34,2.360690349,69.33948313,379.7235626,121.72,17.06,542.9689174,9.055419387,4.602788356,97.75
SL0277,Lotus stem kofta curry (Kamal kakdi kofta curry),100g,100,633.56,0.96,67.76,5.01,1.01,0.88,19.31,0.65,1.155867095,89.50107409,23.0,108.61,38.6,190.4851283,7.491947899,3.52938487,57.76
SL0278,Raw banana kofta curry (Kela kofta curry),100g,100,627.27,0.62,67.98,3.4,0.59,2.3,9.23,0.28,1.716404972,79.60242841,301.7898849,88.4,23.63,457.317756,1.039493909,2.262607578,46.68
SL0279,Cauliflower kofta curry (Phoolgobhi kofta curry),100g,100,641.1,1.04,69.62,2.62,1.0,0.83,12.26,0.4,1.972341037,19.20470547,253.0494497,93.65,53.98,529.4086467,6.795330004,2.162321094,89.51
